Sampling Event ID,Capture Year,Capture Date,Round,Site,Patch,Height,Bowl Position,Bowl Color,Bowl Size,Bowl Status,Specimen ID,Family,Genus,Species,Sex,Number,Pinned
51,2018,6.06,R1,LTR,LTR-E,Low,P1,Blue,3.25oz,Retrieved,2013,Halictidae,Augochlorella,aurata,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P1,Blue,3.25oz,Retrieved,2014,Apidae,Ceratina,dupla,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P2,White,3.25oz,Retrieved,2015,Halictidae,Lasioglossum,Dialictus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P2,White,3.25oz,Retrieved,2016,Halictidae,Lasioglossum,Dialictus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P2,White,3.25oz,Retrieved,2017,Halictidae,Lasioglossum,Dialictus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P2,White,3.25oz,Retrieved,2018,Halictidae,Augochlorella,aurata,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P2,White,3.25oz,Retrieved,2019,Halictidae,Augochlorella,aurata,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P3,Yellow,3.25oz,Retrieved,2020,Halictidae,Lasioglossum,Dialictus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P3,Yellow,3.25oz,Retrieved,2021,Halictidae,Lasioglossum,Dialictus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P3,Yellow,3.25oz,Retrieved,2022,Halictidae,Lasioglossum,Dialictus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P3,Yellow,3.25oz,Retrieved,2023,Halictidae,Lasioglossum,Dialictus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P3,Yellow,3.25oz,Retrieved,2024,Halictidae,Agapostemon,virescens,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P3,Yellow,3.25oz,Retrieved,2025,Halictidae,Agapostemon,virescens,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P3,Yellow,3.25oz,Retrieved,2026,Halictidae,Agapostemon,virescens,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P3,Yellow,3.25oz,Retrieved,2027,Halictidae,Lasioglossum,Dialictus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P3,Yellow,3.25oz,Retrieved,2028,Halictidae,Agapostemon,virescens,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P4,Blue,3.25oz,Retrieved,2029,Apidae,Eucera,hamata,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P4,Blue,3.25oz,Retrieved,2030,Halictidae,Lasioglossum,Dialictus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P4,Blue,3.25oz,Retrieved,2031,Halictidae,Lasioglossum,Dialictus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P4,Blue,3.25oz,Retrieved,2032,Halictidae,Augochlorella,aurata,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P4,Blue,3.25oz,Retrieved,2033,Apidae,Ceratina,dupla,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P4,Blue,3.25oz,Retrieved,2034,Apidae,Ceratina,dupla,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P4,Blue,3.25oz,Retrieved,2035,Apidae,Ceratina,dupla,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P4,Blue,3.25oz,Retrieved,2036,Halictidae,Agapostemon,virescens,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P4,Blue,3.25oz,Retrieved,2037,Halictidae,Agapostemon,virescens,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P4,Blue,3.25oz,Retrieved,2038,Unknown,Unknown,sp,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P4,Blue,3.25oz,Retrieved,2039,Unknown,Unknown,sp,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P4,Blue,3.25oz,Retrieved,2040,Halictidae,Augochlorella,aurata,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P4,Blue,3.25oz,Retrieved,2041,Halictidae,Augochlorella,aurata,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P4,Blue,3.25oz,Retrieved,2042,Halictidae,Augochlorella,aurata,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P4,Blue,3.25oz,Retrieved,2043,Halictidae,Augochlorella,aurata,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P4,Blue,3.25oz,Retrieved,2044,Halictidae,Augochlorella,aurata,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P4,Blue,3.25oz,Retrieved,2045,Halictidae,Agapostemon,virescens,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P5,White,3.25oz,Retrieved,2046,Halictidae,Halictus,ligatus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P5,White,3.25oz,Retrieved,2047,Halictidae,Augochlorella,aurata,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P5,White,3.25oz,Retrieved,2048,Apidae,Ceratina,dupla,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P6,Yellow,3.25oz,Retrieved,2049,Halictidae,Lasioglossum,Dialictus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P6,Yellow,3.25oz,Retrieved,2050,Halictidae,Halictus,ligatus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P6,Yellow,3.25oz,Retrieved,2051,Halictidae,Halictus,ligatus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P6,Yellow,3.25oz,Retrieved,2052,Halictidae,Agapostemon,virescens,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P6,Yellow,3.25oz,Retrieved,2053,Halictidae,Agapostemon,virescens,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P6,Yellow,3.25oz,Retrieved,2054,Halictidae,Agapostemon,virescens,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P6,Yellow,3.25oz,Retrieved,2055,Halictidae,Agapostemon,virescens,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P6,Yellow,3.25oz,Retrieved,2056,Halictidae,Agapostemon,virescens,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,High,P6,Yellow,3.25oz,Retrieved,2057,Halictidae,Agapostemon,virescens,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P6,Yellow,3.25oz,Retrieved,2058,Halictidae,Lasioglossum,Dialictus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P6,Yellow,3.25oz,Retrieved,2059,Halictidae,Lasioglossum,Dialictus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P6,Yellow,3.25oz,Retrieved,2060,Halictidae,Augochlorella,aurata,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P6,Yellow,3.25oz,Retrieved,2061,Halictidae,Augochlorella,aurata,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P6,Yellow,3.25oz,Retrieved,2062,Halictidae,Halictus,ligatus,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P6,Yellow,3.25oz,Retrieved,2063,Halictidae,Agapostemon,virescens,F,1,Y
51,2018,6.06,R1,LTR,LTR-E,Low,P6,Yellow,3.25oz,Retrieved,2064,Halictidae,Agapostemon,virescens,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P1,White,3.25oz,Retrieved,2065,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P1,White,3.25oz,Retrieved,2066,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P1,White,3.25oz,Retrieved,2067,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P1,White,3.25oz,Retrieved,2068,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P1,White,3.25oz,Retrieved,2069,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P1,White,3.25oz,Retrieved,2070,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P1,White,3.25oz,Retrieved,2071,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P1,White,3.25oz,Retrieved,2072,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P1,White,3.25oz,Retrieved,2073,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P1,White,3.25oz,Retrieved,2074,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P1,White,3.25oz,Retrieved,2075,Unknown,Unknown,sp,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P1,White,3.25oz,Retrieved,2076,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2077,Unknown,Unknown,sp,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2078,Unknown,Unknown,sp,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2079,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2080,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2081,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2082,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2083,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2084,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2085,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2086,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2087,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2088,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2089,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2090,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2091,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P2,Blue,3.25oz,Retrieved,2092,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P2,Blue,3.25oz,Retrieved,2093,Unknown,Unknown,sp,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P2,Blue,3.25oz,Retrieved,2094,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P2,Blue,3.25oz,Retrieved,2095,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P2,Blue,3.25oz,Retrieved,2096,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P2,Blue,3.25oz,Retrieved,2097,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P2,Blue,3.25oz,Retrieved,2098,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P2,Blue,3.25oz,Retrieved,2099,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P2,Blue,3.25oz,Retrieved,2100,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P2,Blue,3.25oz,Retrieved,2101,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P2,Blue,3.25oz,Retrieved,2102,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P2,Blue,3.25oz,Retrieved,2103,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P2,Blue,3.25oz,Retrieved,2104,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P3,Blue,3.25oz,Retrieved,2105,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P3,Blue,3.25oz,Retrieved,2106,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P3,Blue,3.25oz,Retrieved,2107,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P3,Blue,3.25oz,Retrieved,2108,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P3,Blue,3.25oz,Retrieved,2109,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P3,Blue,3.25oz,Retrieved,2110,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P3,Blue,3.25oz,Retrieved,2111,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P3,Blue,3.25oz,Retrieved,2112,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P3,Blue,3.25oz,Retrieved,2113,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P3,Blue,3.25oz,Retrieved,2114,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P3,Blue,3.25oz,Retrieved,2115,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P3,Blue,3.25oz,Retrieved,2116,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P3,Blue,3.25oz,Retrieved,2117,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P3,Blue,3.25oz,Retrieved,2118,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P3,Blue,3.25oz,Retrieved,2119,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P3,Blue,3.25oz,Retrieved,2120,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P3,Blue,3.25oz,Retrieved,2121,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P3,Blue,3.25oz,Retrieved,2122,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P4,Yellow,3.25oz,Retrieved,2123,Halictidae,Halictus,ligatus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P4,Yellow,3.25oz,Retrieved,2124,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P4,Yellow,3.25oz,Retrieved,2125,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P4,Yellow,3.25oz,Retrieved,2126,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P4,Yellow,3.25oz,Retrieved,2127,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P4,Yellow,3.25oz,Retrieved,2128,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P4,Yellow,3.25oz,Retrieved,2129,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P4,Yellow,3.25oz,Retrieved,2130,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P4,Yellow,3.25oz,Retrieved,2131,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P4,Yellow,3.25oz,Retrieved,2132,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P4,Yellow,3.25oz,Retrieved,2133,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P4,Yellow,3.25oz,Retrieved,2134,Halictidae,Agapostemon,virescens,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P4,Yellow,3.25oz,Retrieved,2135,Halictidae,Agapostemon,virescens,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P5,Yellow,3.25oz,Retrieved,2136,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P5,Yellow,3.25oz,Retrieved,2137,Halictidae,Lasioglossum,Dialictus,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P5,Yellow,3.25oz,Retrieved,2138,Halictidae,Agapostemon,virescens,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P5,Yellow,3.25oz,Retrieved,2139,Halictidae,Augochlorella,aurata,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P5,Yellow,3.25oz,Retrieved,2140,Unknown,Unknown,sp,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,Low,P5,Yellow,3.25oz,Retrieved,2141,Unknown,Unknown,sp,F,1,Y
52,2018,6.06,R1,LTR,LTR-W,High,P6,White,3.25oz,Off Clip,0,NA,X,x,X,0,NA
52,2018,6.06,R1,LTR,LTR-W,Low,P6,White,3.25oz,Retrieved,0,NA,X,x,X,0,NA
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2142,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2143,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2144,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2145,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2146,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2147,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2148,Halictidae,Lasioglossum,Dialictus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2149,Halictidae,Lasioglossum,Dialictus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2150,Halictidae,Lasioglossum,Dialictus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2151,Halictidae,Lasioglossum,Dialictus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2152,Halictidae,Lasioglossum,Dialictus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2153,Apidae,Ceratina,dupla,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2154,Apidae,Ceratina,dupla,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2155,Apidae,Ceratina,dupla,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2156,Apidae,Ceratina,dupla,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P1,Blue,3.25oz,Retrieved,2157,Halictidae,Agapostemon,texanus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P1,Blue,3.25oz,Retrieved,2158,Halictidae,Lasioglossum,Dialictus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P2,White,3.25oz,Retrieved,2159,Halictidae,Lasioglossum,Dialictus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P2,White,3.25oz,Retrieved,2160,Halictidae,Lasioglossum,Dialictus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P2,White,3.25oz,Retrieved,2161,Halictidae,Lasioglossum,Dialictus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P2,White,3.25oz,Retrieved,2162,Halictidae,Halictus,ligatus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P2,White,3.25oz,Retrieved,2163,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P2,White,3.25oz,Retrieved,2164,Halictidae,Agapostemon,virescens,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P2,White,3.25oz,Retrieved,2165,Halictidae,Agapostemon,virescens,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P3,Blue,3.25oz,Retrieved,2166,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P3,Blue,3.25oz,Retrieved,2167,Halictidae,Lasioglossum,Dialictus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2168,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2169,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2170,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2171,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2172,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2173,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2174,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2175,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2176,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2177,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2178,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2179,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2180,Halictidae,Lasioglossum,Dialictus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2181,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2182,Apidae,Ceratina,dupla,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2183,Apidae,Ceratina,dupla,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2184,Apidae,Ceratina,dupla,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P3,Blue,3.25oz,Retrieved,2185,Unknown,Unknown,sp,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P4,Yellow,3.25oz,Retrieved,2186,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P4,Yellow,3.25oz,Retrieved,2187,Halictidae,Augochlorella,aurata,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P5,White,3.25oz,Retrieved,0,NA,X,x,X,0,NA
53,2018,6.06,R1,LTR,LTR-C,Low,P5,White,3.25oz,Retrieved,2188,Apidae,Ceratina,dupla,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P5,White,3.25oz,Retrieved,2189,Apidae,Ceratina,dupla,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P6,Yellow,3.25oz,Retrieved,2190,Halictidae,Lasioglossum,Dialictus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,High,P6,Yellow,3.25oz,Retrieved,2191,Halictidae,Halictus,ligatus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P6,Yellow,3.25oz,Retrieved,2192,Halictidae,Lasioglossum,Dialictus,F,1,Y
53,2018,6.06,R1,LTR,LTR-C,Low,P6,Yellow,3.25oz,Retrieved,2193,Halictidae,Agapostemon,virescens,F,1,Y
54,2018,6.06,R1,GIL,GIL-N,High,P1,Yellow,3.25oz,Retrieved,2194,Halictidae,Lasioglossum,Dialictus,F,1,Y
54,2018,6.06,R1,GIL,GIL-N,High,P1,Yellow,3.25oz,Retrieved,2195,Halictidae,Halictus,ligatus,F,1,Y
54,2018,6.06,R1,GIL,GIL-N,Low,P1,Yellow,3.25oz,Retrieved,2196,Halictidae,Augochlorella,aurata,F,1,Y
54,2018,6.06,R1,GIL,GIL-N,Low,P1,Yellow,3.25oz,Retrieved,2197,Apidae,Ceratina,dupla,F,1,Y
54,2018,6.06,R1,GIL,GIL-N,Low,P1,Yellow,3.25oz,Retrieved,2198,Unknown,Unknown,sp,F,1,Y
54,2018,6.06,R1,GIL,GIL-N,High,P2,White,3.25oz,Retrieved,2199,Apidae,Eucera,hamata,F,1,Y
54,2018,6.06,R1,GIL,GIL-N,Low,P2,White,3.25oz,Retrieved,2200,Halictidae,Agapostemon,virescens,F,1,Y
54,2018,6.06,R1,GIL,GIL-N,Low,P2,White,3.25oz,Retrieved,2201,Halictidae,Agapostemon,virescens,F,1,Y
54,2018,6.06,R1,GIL,GIL-N,Low,P2,White,3.25oz,Retrieved,2202,Halictidae,Agapostemon,virescens,F,1,Y
54,2018,6.06,R1,GIL,GIL-N,Low,P2,White,3.25oz,Retrieved,2203,Halictidae,Lasioglossum,Dialictus,F,1,Y
54,2018,6.06,R1,GIL,GIL-N,High,P3,White,3.25oz,Retrieved,2204,Halictidae,Lasioglossum,Dialictus,F,1,Y
54,2018,6.06,R1,GIL,GIL-N,High,P3,White,3.25oz,Retrieved,2205,Halictidae,Lasioglossum,Dialictus,F,1,Y
